id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incr_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
143,Superior Court,Central,"VC23153(a), alcohol",Restitution Status Review Hearing - In Compliance,CD246516,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
596,North County Branch,North County,VC23153(b),Order to Show Cause - Admits - Revoked- Reinstated,CN316651,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
614,North County Branch,North County,VC23152(b),Sentencing Hearing  - Probation Granted Formal,CN319674,VC23152(a),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
785,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS261731,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,365,,,,,1825,1825,,,,,,,,
791,South Bay Branch,South County,VC2800.2(a),Order to Show Cause - Admits - Revoked- Reinstated,CS264509,VC20001(a),,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
660,North County Branch,North County,VC23153(b),Restitution Status Review Hearing - Restitution Set,CN327732,VC23153(a),alcohol,2014,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
664,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN328937,VC23153(a),alcohol,2014,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,,,,
61,Superior Court,Central,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CD230167,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years - Public Work Service: 15 Days,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,365,,,,,1825,1825,,,,,15,,15,
654,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN326425,PC245(a)(1),deadly w,2013,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years - Public Work Service: 30 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,30,,30,
115,Superior Court,Central,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CD240308,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years - Residential Drug Treatment: 185 Days (+ more),Pled Guilty Felony,Superior Court,Felony Readiness Conference,185,,185,,365,,,,,1825,1825,,,,,,,,
87,Superior Court,Central,"VC23153(a), alcohol",Probation Modification Hearing - Denied,CD235176,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years - Residential Drug Treatment: 6 Months (+ more),Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,182,,182,,365,,,,,1825,1825,,,,,,,,
63,Superior Court,Central,VC20001(a),Further Proceedings - Action Taken,CD230566,VC20001(a),,2010,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years - Residential Drug Treatment: 9 Months,Pled Guilty Felony,Superior Court,Felony Readiness Conference,274,,274,,365,,,,,1825,1825,,,,,,,,
109,Superior Court,Central,VC20001(b)(2),Restitution Hearing  - Restitution Set,CD239761,VC20001(b)(2),,2012,,00:00.0,Local Custody: 365 Days - Probation Formal: 5 Years - Volunteer Work Service: 100 Hours,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,365,,,,,1825,1825,,,,,0,,,0
754,South Bay Branch,South County,VC23153(b),Further Proceedings - Action Taken,CS249575,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 45 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,45,,,,,1825,1825,,,,,,,,
416,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN277533,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 452 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,452,,,,,1825,1825,,,,,,,,
580,North County Branch,North County,VC23153(b),Probation Modification Hearing - Granted,CN313406,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 5 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,5,,,,,1825,1825,,,,,,,,
605,North County Branch,North County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CN318252,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 5 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,5,,,,,1825,1825,,,,,,,,
518,North County Branch,North County,VC23153(b),Probation Modification Hearing - Granted,CN298380,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 5 Days - Probation Formal: 5 Years - Public Work Service: 10 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,5,,,,,1825,1825,,,,,10,,10,
570,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN311288,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 5 Days - Probation Formal: 5 Years - Residential Drug Treatment: 6 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,182,,182,,5,,,,,1825,1825,,,,,,,,
44,Superior Court,Central,VC23153(b),Probation Modification Hearing - Granted,CD226791,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 5 Days - Probation Summary: 5 Years - Volunteer Work Service: 500 Hours,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,5,,,,,1825,,1825,,,,0,,,0
222,East County Branch,East County,VC20001(a),Order to Show Cause - Admits - Revoked- Reinstated,CE295095,VC20001(a),,2009,,00:00.0,Local Custody: 545 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,545,,,,,1825,1825,,,,,,,,
92,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD235928,VC20001(a),,2011,,00:00.0,Local Custody: 6 Days - Probation Summary: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,6,,,,,1095,,1095,,,,,,,
517,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Continued,CN298107,VC20001(a),,2011,,00:00.0,Local Custody: 60 Days - Probation Formal: 3 Years - Public Work Service: 25 Days (+ more),Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,60,,,,,1095,1095,,,,,25,,25,
363,North County Branch,North County,VC20002(a),Sentencing after Revocation - Probation Reinstated,CN267791,VC20001(a),,2009,,00:00.0,Local Custody: 60 Days - Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,60,,,,,1095,,1095,,,,,,,
46,Superior Court,Central,VC20001(a),Probation Modification Hearing - Granted,CD227207,VC20001(a),,2010,,00:00.0,Local Custody: 8 Days - Probation Formal: 3 Years - Public Work Service: 15 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,8,,,,,1095,1095,,,,,15,,15,
24,Superior Court,Central,VC20001(a),SB618 - Not Offered / Control Group,CD222891,VC20001(a),,2009,,00:00.0,Local Custody: 8 Months,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,243,,,,,,,,,,,,,,
376,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN269824,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 80 Days - Probation Summary: 5 Years - Probation Summary: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,80,,,,,3650,,3650,,,,,,,
442,North County Branch,North County,VC20001(a),Order to Show Cause - Admits - Revoked,CN282501,VC20001(a),,2010,,00:00.0,Local Custody: 85 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,85,,,,,1095,1095,,,,,,,,
636,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN323578,VC20001(a),,2013,,00:00.0,Local Custody: 89 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,89,,,,,1095,1095,,,,,,,,
742,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS243903,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 90 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,90,,,,,1095,1095,,,,,,,,
173,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD250986,VC20001(a),,2013,,00:00.0,Local Custody: 90 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,90,,,,,1095,1095,,,,,,,,
96,Superior Court,Central,VC20001(a),Probation Modification Hearing - Granted,CD236700,VC20001(a),,2011,,00:00.0,Local Custody: 90 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,90,,,,,1095,1095,,,,,20,,20,
698,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS231295,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,90,,,,,1825,1825,,,,,,,,
708,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS233044,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam,,,,,90,,,,,1825,1825,,,,,,,,
234,East County Branch,East County,"VC23153(a), alcohol",Felony Other Motion Hearing - Granted,CE303204,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,90,,,,,1825,1825,,,,,,,,
718,South Bay Branch,South County,"VC23153(a), alcohol",Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CS235789,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Felony Jury Trial,,,,,90,,,,,1825,1825,,,,,,,,
736,South Bay Branch,South County,VC23153(b),Further Proceedings - Action Taken,CS241753,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,90,,,,,1825,1825,,,,,,,,
741,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CS243428,VC20001(a),,2010,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,90,,,,,1825,1825,,,,,,,,
156,Superior Court,Central,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CD248671,VC23153(a),combine,2013,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,90,,,,,1825,1825,,,,,,,,
182,Superior Court,Central,VC23153(b),Restitution Status Review Hearing - Restitution Set,CD252054,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,90,,,,,1825,1825,,,,,,,,
762,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS253978,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years - Out-Patient Drug Treatment: 90 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,90,90,,,90,,,,,1825,1825,,,,,,,,
134,Superior Court,Central,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CD244762,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years - Public Work Service: 20 Days,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,90,,,,,1825,1825,,,,,20,,20,
86,Superior Court,Central,VC23153(b),Probation Modification Hearing - Denied,CD235109,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 90 Days - Probation Formal: 5 Years - Residential Drug Treatment: 90 Days,Pled Guilty Felony,Superior Court,Felony Readiness Conference,90,,90,,90,,,,,1825,1825,,,,,,,,
769,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CS256732,VC20001(a),,2012,,00:00.0,Local Custody: 90 Days - Probation Summary: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam,,,,,90,,,,,1095,,1095,,,,,,,
280,East County Branch,East County,VC20001(a),Further Proceedings - Action Taken,CE327922,VC20001(a),,2013,,00:00.0,Local Custody: 90 Days - Probation Summary: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,East County Branch,Preliminary Exam,,,,,90,,,,,1095,,1095,,,,20,,20,
133,Superior Court,Central,VC23152(a),Sentencing after Revocation - Probation Reinstated,CD244319,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 96 Days - Probation Formal: 5 Years - Public Work Service: 20 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,96,,,,,1825,1825,,,,,20,,20,
537,North County Branch,North County,HS11377(a),"Further Proceedings - FTA, Bench Warrant",CN304192,HS11350(a),,2012,,00:00.0,PC 1000 Diversion Program - Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
645,North County Branch,North County,VC20001(a),Sentencing Hearing  - Term of Imprisonment in County Jail,CN325210,VC20001(a),,2013,,00:00.0,Prison Served in County Jail: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,730,730,,,,,,,,,,,,,
187,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Term of Imprisonment in County Jail,CD252497,VC23153(a),alcohol,2013,,00:00.0,Prison Served in County Jail: 4 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,1460,1460,,,,,,,,,,,,,
283,East County Branch,East County,VC20001(a),Sentencing Hearing  - Term of Imprisonment in County Jail,CE330148,VC20001(a),,2013,,00:00.0,Prison Served in County Jail: 5 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,1825,1825,,,,,,,,,,,,,
527,North County Branch,North County,VC20001(a) - PC664,Sentencing Hearing  - Term of Imprisonment in County Jail,CN301505,VC20001(a),,2012,,00:00.0,Prison Served in County Jail: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,243,243,,,,,,,,,,,,,
320,North County Branch,North County,"PC245(a)(1), deadly w",Out-Of-County Transfer - Granted,CN259153,PC245(a)(1),deadly w,2009,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
346,North County Branch,North County,VC23153(b),Order to Show Cause - Admits - Revoked- Reinstated,CN264183,VC23153(a),alcohol,2009,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Arraignment on Information,,,,,,,,,,1095,1095,,,,,,,,
355,North County Branch,North County,VC20001(a),PC 1203.4 Motion Hearing - Granted,CN265629,VC20001(a),,2009,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
370,North County Branch,North County,VC20001(a),PC 1203.4 Motion Hearing - Denied,CN268610,VC20001(a),,2009,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
384,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - Probation Reinstated,CN270801,VC23153(a),alcohol,2009,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
410,North County Branch,North County,VC20001(a),Probation Modification Hearing - Granted,CN275710,VC20001(a),,2010,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
438,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Granted,CN281209,VC20001(a),,2010,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
716,South Bay Branch,South County,VC20001(a),Further Proceedings - Action Taken,CS235401,VC20001(a),,2010,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
739,South Bay Branch,South County,VC20001(a),PC 1203.4 Motion Hearing - Granted,CS242867,VC20001(a),,2010,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
101,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD238192,VC20001(a),,2011,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,,,,,,1095,1095,,,,,,,,
464,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Granted,CN287742,VC20001(a),,2011,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
471,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Action Taken,CN288797,VC20001(a),,2011,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
119,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD240624,VC20001(a),,2012,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
137,Superior Court,Central,VC20001(a),Restitution Status Review Hearing - Continued,CD245167,VC20001(a),,2012,Restitution Status Review Hearing,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
524,North County Branch,North County,PC211,Restitution Status Review Hearing - Continued,CN300702,PC245(a)(1),deadly w,2012,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
778,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CS260368,PC245(a)(1),deadly w,2012,,00:00.0,Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
